districtid,weekid,dose1,dose2 
MH_Palghar,9,12452,3694
MH_Palghar,10,12796,1728
MH_Palghar,11,23696,1044
MH_Palghar,12,28662,2021
MH_Palghar,13,22898,3902
MH_Palghar,14,22913,6972
MH_Palghar,15,22715,9196
MH_Palghar,16,31778,15186
MH_Palghar,17,33310,11691
MH_Palghar,18,4320,431
MH_Palghar,19,10640,2151
MH_Palghar,20,53048,3397
MH_Palghar,21,35364,8354
MH_Palghar,22,23467,3901
MH_Palghar,23,52068,5708
MH_Palghar,24,30892,12087
MH_Palghar,25,20828,10597
MH_Palghar,26,9488,21015
MH_Palghar,27,9381,13751
MH_Palghar,28,17194,31246
MH_Palghar,29,44058,17636
MH_Palghar,30,36355,19881
MH_Parbhani,1,978,0
MH_Parbhani,2,1139,0
MH_Parbhani,3,1389,0
MH_Parbhani,4,2040,0
MH_Parbhani,5,1582,506
MH_Parbhani,6,880,1075
MH_Parbhani,7,5766,536
MH_Parbhani,8,9586,1080
MH_Parbhani,9,11612,1199
MH_Parbhani,10,11918,525
MH_Parbhani,11,16717,704
MH_Parbhani,12,27807,1891
MH_Parbhani,13,16262,2880
MH_Parbhani,14,16558,6332
MH_Parbhani,15,24812,8128
MH_Parbhani,16,22943,6604
MH_Parbhani,17,21287,9358
MH_Parbhani,18,9098,4184
MH_Parbhani,19,16446,1967
MH_Parbhani,20,12169,5164
MH_Parbhani,21,8225,6685
MH_Parbhani,22,6822,5488
MH_Parbhani,23,46464,5607
MH_Parbhani,24,33685,7746
MH_Parbhani,25,39501,12529
MH_Parbhani,26,21976,8681
MH_Parbhani,27,9017,9581
MH_Parbhani,28,13847,13104
MH_Parbhani,29,17001,12656
MH_Parbhani,30,22040,13455
MH_Pune,1,5094,0
MH_Pune,2,13999,0
MH_Pune,3,20172,0
MH_Pune,4,20182,45
MH_Pune,5,23792,3900
MH_Pune,6,24790,8644
MH_Pune,7,27303,8372
MH_Pune,8,71606,15956
MH_Pune,9,66841,19626
MH_Pune,10,142514,18922
MH_Pune,11,481720,9333
MH_Pune,12,381231,19890
MH_Pune,13,291320,50866
MH_Pune,14,229810,100350
MH_Pune,15,142396,94832
MH_Pune,16,70092,74023
MH_Pune,17,56544,118637
MH_Pune,18,21975,10031
MH_Pune,19,132817,13183
MH_Pune,20,291901,23846
MH_Pune,21,245752,41502
MH_Pune,22,285215,52665
MH_Pune,23,470639,117196
MH_Pune,24,306298,177961
MH_Pune,25,239832,153801
MH_Pune,26,248756,165257
MH_Pune,27,160659,116317
MH_Pune,28,227481,177362
MH_Pune,29,171491,73084
MH_Pune,30,224673,107281
MH_Raigad,1,544,0
MH_Raigad,2,2095,0
MH_Raigad,3,3421,0
MH_Raigad,4,3954,1
MH_Raigad,5,3084,627
MH_Raigad,6,3480,1530
MH_Raigad,7,5732,1148
MH_Raigad,8,11909,2679
MH_Raigad,9,15793,2817
MH_Raigad,10,16947,1940
MH_Raigad,11,32576,1704
MH_Raigad,12,30937,2272
MH_Raigad,13,31331,5508
MH_Raigad,14,23446,8083
MH_Raigad,15,31924,11988
MH_Raigad,16,28498,13773
MH_Raigad,17,38392,19854
MH_Raigad,18,32561,3977
MH_Raigad,19,51654,3014
MH_Raigad,20,47065,3128
MH_Raigad,21,37101,3816
MH_Raigad,22,29111,3541
MH_Raigad,23,46588,4900
MH_Raigad,24,42488,15107
MH_Raigad,25,31750,12643
MH_Raigad,26,23987,22619
MH_Raigad,27,16208,10735
MH_Raigad,28,33452,31317
MH_Raigad,29,37496,23733
MH_Raigad,30,39137,33412
MH_Ratnagiri,1,729,0
MH_Ratnagiri,2,2506,0
MH_Ratnagiri,3,2604,0
MH_Ratnagiri,4,3430,0
MH_Ratnagiri,5,3127,1127
MH_Ratnagiri,6,2405,2077
MH_Ratnagiri,7,4720,1316
MH_Ratnagiri,8,6148,2402
MH_Ratnagiri,9,8945,2157
MH_Ratnagiri,10,16308,1876
MH_Ratnagiri,11,16961,1276
MH_Ratnagiri,12,15888,993
MH_Ratnagiri,13,18558,3057
MH_Ratnagiri,14,17990,6811
MH_Ratnagiri,15,13965,7911
MH_Ratnagiri,16,20178,3960
MH_Ratnagiri,17,24949,13456
MH_Ratnagiri,18,4606,5673
MH_Ratnagiri,19,30088,77
MH_Ratnagiri,20,31927,8768
MH_Ratnagiri,21,17484,9596
MH_Ratnagiri,22,15848,3336
MH_Ratnagiri,23,18837,2432
MH_Ratnagiri,24,11002,3981
MH_Ratnagiri,25,42543,9158
MH_Ratnagiri,26,21851,7013
MH_Ratnagiri,27,2861,5590
MH_Ratnagiri,28,4846,8510
MH_Ratnagiri,29,22186,15191
MH_Ratnagiri,30,15446,8305
MH_Sangli,1,1629,0
MH_Sangli,2,4188,0
MH_Sangli,3,6318,0
MH_Sangli,4,4293,0
MH_Sangli,5,5159,1416
MH_Sangli,6,1762,3397
MH_Sangli,7,6785,2502
MH_Sangli,8,19092,3611
MH_Sangli,9,39777,3876
MH_Sangli,10,36273,2053
MH_Sangli,11,51276,1692
MH_Sangli,12,87678,2285
MH_Sangli,13,108282,6428
MH_Sangli,14,72851,16600
MH_Sangli,15,66351,20054
MH_Sangli,16,21818,18346
MH_Sangli,17,26315,31499
MH_Sangli,18,4873,4089
MH_Sangli,19,41749,1108
MH_Sangli,20,22188,1588
MH_Sangli,21,13115,10798
MH_Sangli,22,12108,4105
MH_Sangli,23,31913,7623
MH_Sangli,24,58255,38065
MH_Sangli,25,21449,32174
MH_Sangli,26,26986,52891
MH_Sangli,27,14957,35062
MH_Sangli,28,56806,78752
MH_Sangli,29,69545,22953
MH_Sangli,30,88087,26289
MH_Satara,1,2152,0
MH_Satara,2,6337,0
MH_Satara,3,7331,0
MH_Satara,4,8444,1
MH_Satara,5,7763,1844
MH_Satara,6,4520,5643
MH_Satara,7,9680,3390
MH_Satara,8,15668,4664
MH_Satara,9,18792,6503
MH_Satara,10,28245,5224
MH_Satara,11,56245,3336
MH_Satara,12,96060,5105
MH_Satara,13,111952,9981
MH_Satara,14,107372,17066
MH_Satara,15,61084,14342
MH_Satara,16,17813,6845
MH_Satara,17,31192,22460
MH_Satara,18,7991,5809
MH_Satara,19,35883,3977
MH_Satara,20,27156,5266
MH_Satara,21,25043,10066
MH_Satara,22,21166,7059
MH_Satara,23,28277,12371
MH_Satara,24,49129,35188
MH_Satara,25,25907,20761
MH_Satara,26,31371,56843
MH_Satara,27,28375,32427
MH_Satara,28,58212,76929
MH_Satara,29,37404,30280
MH_Satara,30,59775,37272
MH_Sindhudurg,1,526,0
MH_Sindhudurg,2,1607,0
MH_Sindhudurg,3,1407,0
MH_Sindhudurg,4,2284,0
MH_Sindhudurg,5,1740,589
MH_Sindhudurg,6,1243,1387
MH_Sindhudurg,7,1921,762
MH_Sindhudurg,8,7080,1231
MH_Sindhudurg,9,10131,1940
MH_Sindhudurg,10,10874,976
MH_Sindhudurg,11,8390,562
MH_Sindhudurg,12,7802,852
MH_Sindhudurg,13,13650,2506
MH_Sindhudurg,14,14232,5626
MH_Sindhudurg,15,12942,5141
MH_Sindhudurg,16,15113,2739
MH_Sindhudurg,17,23860,10435
MH_Sindhudurg,18,2266,3982
MH_Sindhudurg,19,24797,2453
MH_Sindhudurg,20,19177,4490
MH_Sindhudurg,21,592,5760
MH_Sindhudurg,22,8594,1068
MH_Sindhudurg,23,11602,950
MH_Sindhudurg,24,28643,3383
MH_Sindhudurg,25,14755,2575
MH_Sindhudurg,26,10750,11429
MH_Sindhudurg,27,4516,1854
MH_Sindhudurg,28,15009,7930
MH_Sindhudurg,29,14880,15774
MH_Sindhudurg,30,1264,11076
MH_Solapur,1,3356,0
MH_Solapur,2,4983,0
MH_Solapur,3,6022,0
MH_Solapur,4,10787,0
MH_Solapur,5,5721,1319
MH_Solapur,6,2991,3091
MH_Solapur,7,5266,2744
MH_Solapur,8,17452,5818
MH_Solapur,9,28523,7695
MH_Solapur,10,28932,3167
MH_Solapur,11,37771,1757
MH_Solapur,12,42216,2983
MH_Solapur,13,31735,4508
MH_Solapur,14,29717,5762
MH_Solapur,15,25589,9914
MH_Solapur,16,44806,23911
MH_Solapur,17,51925,27298
MH_Solapur,18,13403,2145
MH_Solapur,19,55578,1400
MH_Solapur,20,37562,1663
MH_Solapur,21,31229,11923
MH_Solapur,22,25454,8253
MH_Solapur,23,32667,4005
MH_Solapur,24,15937,20109
MH_Solapur,25,33186,26228
MH_Solapur,26,34721,21694
MH_Solapur,27,9240,16935
MH_Solapur,28,64730,37408
MH_Solapur,29,49727,15208
MH_Solapur,30,43047,34411
MH_Thane,1,6246,0
MH_Thane,2,17246,0
MH_Thane,3,16713,0
MH_Thane,4,23275,0
MH_Thane,5,17937,4298
MH_Thane,6,9597,11581
MH_Thane,7,21325,8212
MH_Thane,8,52031,15433
MH_Thane,9,61925,15537
MH_Thane,10,61852,9984
MH_Thane,11,182303,5716
MH_Thane,12,175422,11834
MH_Thane,13,143548,33938
MH_Thane,14,128886,57407
MH_Thane,15,144224,72463
MH_Thane,16,68592,44796
MH_Thane,17,47248,55924
MH_Thane,18,45548,7140
MH_Thane,19,99972,8051
MH_Thane,20,124520,10572
MH_Thane,21,113136,20169
MH_Thane,22,162942,25379
MH_Thane,23,249999,29770
MH_Thane,24,166818,70134
MH_Thane,25,105386,68667
MH_Thane,26,115415,124406
MH_Thane,27,76818,65985
MH_Thane,28,162575,125796
MH_Thane,29,151672,76149
MH_Thane,30,145524,85130
MH_Wardha,1,1809,0
MH_Wardha,2,4466,0
MH_Wardha,3,4372,0
MH_Wardha,4,3195,2
MH_Wardha,5,2064,1294
MH_Wardha,6,809,3558
MH_Wardha,7,3786,1880
MH_Wardha,8,8599,2479
MH_Wardha,9,10056,2060
MH_Wardha,10,13191,1186
MH_Wardha,11,26196,985
MH_Wardha,12,54472,3501
MH_Wardha,13,18170,3676
MH_Wardha,14,19118,7456
MH_Wardha,15,18685,8554
MH_Wardha,16,12447,5781
MH_Wardha,17,5980,8299
MH_Wardha,18,11944,3928
MH_Wardha,19,8189,911
MH_Wardha,20,11733,3163
MH_Wardha,21,10972,5100
MH_Wardha,22,13308,2924
MH_Wardha,23,35000,3948
MH_Wardha,24,15296,4415
MH_Wardha,25,15877,6430
MH_Wardha,26,26273,18549
MH_Wardha,27,15796,9760
MH_Wardha,28,20123,12612
MH_Wardha,29,34599,14512
MH_Wardha,30,17499,6994
MH_Washim,1,589,0
MH_Washim,2,1473,0
MH_Washim,3,1632,0
MH_Washim,4,1298,1
MH_Washim,5,1638,517
MH_Washim,6,599,670
MH_Washim,7,3454,603
MH_Washim,8,6366,1071
MH_Washim,9,10092,1297
MH_Washim,10,12860,684
MH_Washim,11,21549,713
MH_Washim,12,25955,1780
MH_Washim,13,18861,2637
MH_Washim,14,19258,5388
MH_Washim,15,14930,5681
MH_Washim,16,7668,3290
MH_Washim,17,10661,11634
MH_Washim,18,9408,7654
MH_Washim,19,12576,6208
MH_Washim,20,12488,11296
MH_Washim,21,15422,7848
MH_Washim,22,17654,3544
MH_Washim,23,23242,3461
MH_Washim,24,29957,8463
MH_Washim,25,30239,9302
MH_Washim,26,21650,9898
MH_Washim,27,13533,7359
MH_Washim,28,19332,11403
MH_Washim,29,13857,10406
MH_Washim,30,9647,9648
MH_Yavatmal,1,957,0
MH_Yavatmal,2,1897,0
MH_Yavatmal,3,4301,0
MH_Yavatmal,4,3987,26
MH_Yavatmal,5,3636,896
MH_Yavatmal,6,2432,1483
MH_Yavatmal,7,6807,1317
MH_Yavatmal,8,9265,2421
MH_Yavatmal,9,13762,3118
MH_Yavatmal,10,16062,2173
MH_Yavatmal,11,33117,1115
MH_Yavatmal,12,40717,2263
MH_Yavatmal,13,29362,3868
MH_Yavatmal,14,26259,6964
MH_Yavatmal,15,23065,10949
MH_Yavatmal,16,34898,12250
MH_Yavatmal,17,33688,16044
MH_Yavatmal,18,17874,5087
MH_Yavatmal,19,31335,3766
MH_Yavatmal,20,33466,10193
MH_Yavatmal,21,18124,9601
MH_Yavatmal,22,19028,6161
MH_Yavatmal,23,54314,5319
MH_Yavatmal,24,39457,14073
MH_Yavatmal,25,32005,8421
MH_Yavatmal,26,37177,17405
MH_Yavatmal,27,18551,11437
MH_Yavatmal,28,29625,23619
MH_Yavatmal,29,29352,20791
MH_Yavatmal,30,25956,15793
ML_East Garo Hills,1,24,0
ML_East Garo Hills,2,183,0
ML_East Garo Hills,3,352,0
ML_East Garo Hills,4,148,0
ML_East Garo Hills,5,991,62
ML_East Garo Hills,6,290,166
ML_East Garo Hills,7,261,136
ML_East Garo Hills,8,409,179
ML_East Garo Hills,9,614,355
ML_East Garo Hills,10,1098,643
ML_East Garo Hills,11,477,119
ML_East Garo Hills,12,433,283
ML_East Garo Hills,13,388,367
ML_East Garo Hills,14,1032,547
ML_East Garo Hills,15,3743,822
ML_East Garo Hills,16,1510,384
ML_East Garo Hills,17,1952,295
ML_East Garo Hills,18,1263,3
ML_East Garo Hills,19,1078,3
ML_East Garo Hills,20,349,25
ML_East Garo Hills,21,196,16
ML_East Garo Hills,22,1165,14
ML_East Garo Hills,23,2258,33
ML_East Garo Hills,24,1965,79
ML_East Garo Hills,25,2219,141
ML_East Garo Hills,26,1985,482
ML_East Garo Hills,27,2651,1213
ML_East Garo Hills,28,3075,1401
ML_East Garo Hills,29,3655,1233
ML_East Garo Hills,30,3078,1334
ML_East Jaintia Hills,1,28,0
ML_East Jaintia Hills,2,133,0
ML_East Jaintia Hills,3,105,0
ML_East Jaintia Hills,4,265,0
ML_East Jaintia Hills,5,382,187
ML_East Jaintia Hills,6,58,104
ML_East Jaintia Hills,7,115,103
ML_East Jaintia Hills,8,434,198
ML_East Jaintia Hills,9,297,183
ML_East Jaintia Hills,10,361,71
ML_East Jaintia Hills,11,949,267
ML_East Jaintia Hills,12,1182,245
ML_East Jaintia Hills,13,2857,139
ML_East Jaintia Hills,14,1647,218
ML_East Jaintia Hills,15,3361,349
ML_East Jaintia Hills,16,1487,379
ML_East Jaintia Hills,17,2753,282
ML_East Jaintia Hills,18,2195,2
ML_East Jaintia Hills,19,1748,0
ML_East Jaintia Hills,20,188,3
ML_East Jaintia Hills,21,979,1
ML_East Jaintia Hills,22,2964,2
ML_East Jaintia Hills,23,2496,45
ML_East Jaintia Hills,24,1841,290
ML_East Jaintia Hills,25,3418,1191
ML_East Jaintia Hills,26,4857,1598
ML_East Jaintia Hills,27,5748,2647
ML_East Jaintia Hills,28,4540,1456
ML_East Jaintia Hills,29,3367,1326
ML_East Jaintia Hills,30,2875,1942
ML_East Khasi Hills,1,48,0
ML_East Khasi Hills,2,799,0
ML_East Khasi Hills,3,586,0
ML_East Khasi Hills,4,1961,59
ML_East Khasi Hills,5,6628,529
ML_East Khasi Hills,6,4516,650
ML_East Khasi Hills,7,2165,483
ML_East Khasi Hills,8,2690,1507
ML_East Khasi Hills,9,3218,4764
ML_East Khasi Hills,10,2831,4098
ML_East Khasi Hills,11,1315,75
ML_East Khasi Hills,12,5898,1470
ML_East Khasi Hills,13,8590,1332
ML_East Khasi Hills,14,11319,2134
ML_East Khasi Hills,15,18835,2193
ML_East Khasi Hills,16,11706,2214
ML_East Khasi Hills,17,13869,1521
ML_East Khasi Hills,18,10386,29
ML_East Khasi Hills,19,8798,8
ML_East Khasi Hills,20,3261,6
ML_East Khasi Hills,21,12753,54
ML_East Khasi Hills,22,47514,111
ML_East Khasi Hills,23,26885,635
ML_East Khasi Hills,24,18396,3920
ML_East Khasi Hills,25,15126,6726
ML_East Khasi Hills,26,13583,8793
ML_East Khasi Hills,27,11004,13454
ML_East Khasi Hills,28,9065,10083
ML_East Khasi Hills,29,7356,7947
ML_East Khasi Hills,30,6388,9710
ML_North Garo Hills,1,39,0
ML_North Garo Hills,2,78,0
ML_North Garo Hills,3,116,0
ML_North Garo Hills,4,520,0
ML_North Garo Hills,5,612,59
ML_North Garo Hills,6,208,96
ML_North Garo Hills,7,317,13
ML_North Garo Hills,8,620,311
ML_North Garo Hills,9,319,388
ML_North Garo Hills,10,581,328
ML_North Garo Hills,11,673,166
ML_North Garo Hills,12,774,321
ML_North Garo Hills,13,802,307
ML_North Garo Hills,14,1219,370
ML_North Garo Hills,15,4194,457
ML_North Garo Hills,16,1070,273
ML_North Garo Hills,17,1209,542
ML_North Garo Hills,18,776,6
ML_North Garo Hills,19,686,4
ML_North Garo Hills,20,124,2
ML_North Garo Hills,21,291,2
ML_North Garo Hills,22,1058,14
ML_North Garo Hills,23,1740,95
ML_North Garo Hills,24,3115,307
ML_North Garo Hills,25,4355,528
ML_North Garo Hills,26,4680,958
ML_North Garo Hills,27,5944,2072
ML_North Garo Hills,28,5938,1760
ML_North Garo Hills,29,5318,935
ML_North Garo Hills,30,4199,829
ML_Ribhoi,1,33,0
ML_Ribhoi,2,65,0
ML_Ribhoi,3,78,0
ML_Ribhoi,4,288,9
ML_Ribhoi,5,1274,41
ML_Ribhoi,6,799,68
ML_Ribhoi,7,238,66
ML_Ribhoi,8,352,154
ML_Ribhoi,9,693,565
ML_Ribhoi,10,534,888
ML_Ribhoi,11,118,96
ML_Ribhoi,12,629,300
ML_Ribhoi,13,1044,316
ML_Ribhoi,14,2307,299
ML_Ribhoi,15,8525,658
ML_Ribhoi,16,2078,396
ML_Ribhoi,17,4632,303
ML_Ribhoi,18,3933,4
ML_Ribhoi,19,4002,12
ML_Ribhoi,20,1213,6
ML_Ribhoi,21,2611,6
ML_Ribhoi,22,5255,12
ML_Ribhoi,23,5266,70
ML_Ribhoi,24,7003,255
ML_Ribhoi,25,6123,595
ML_Ribhoi,26,6118,1065
ML_Ribhoi,27,4408,3307
ML_Ribhoi,28,3956,2902
ML_Ribhoi,29,3262,2299
ML_Ribhoi,30,2637,2470
ML_South Garo Hills,1,35,0
ML_South Garo Hills,2,38,0
ML_South Garo Hills,3,81,0
ML_South Garo Hills,4,426,0
ML_South Garo Hills,5,996,4
ML_South Garo Hills,6,57,29
ML_South Garo Hills,7,171,78
ML_South Garo Hills,8,389,197
ML_South Garo Hills,9,420,677
ML_South Garo Hills,10,472,263
ML_South Garo Hills,11,871,492
ML_South Garo Hills,12,268,272
ML_South Garo Hills,13,802,222
ML_South Garo Hills,14,1112,452
ML_South Garo Hills,15,3448,452
ML_South Garo Hills,16,1402,266
ML_South Garo Hills,17,1547,206
ML_South Garo Hills,18,1521,7
ML_South Garo Hills,19,1014,4
ML_South Garo Hills,20,383,4
ML_South Garo Hills,21,409,12
ML_South Garo Hills,22,1780,8
ML_South Garo Hills,23,1139,13
ML_South Garo Hills,24,1043,24
ML_South Garo Hills,25,1523,155
ML_South Garo Hills,26,1831,614
ML_South Garo Hills,27,2194,1637
ML_South Garo Hills,28,2361,1333
ML_South Garo Hills,29,1995,878
ML_South Garo Hills,30,1678,1017
ML_South West Garo Hills,1,93,0
ML_South West Garo Hills,2,330,0
ML_South West Garo Hills,3,367,0
ML_South West Garo Hills,4,79,0
ML_South West Garo Hills,5,457,253
ML_South West Garo Hills,6,366,156
ML_South West Garo Hills,7,196,262
ML_South West Garo Hills,8,412,161
ML_South West Garo Hills,9,640,280
ML_South West Garo Hills,10,973,196
ML_South West Garo Hills,11,1076,324
ML_South West Garo Hills,12,1378,283
ML_South West Garo Hills,13,1320,264
ML_South West Garo Hills,14,2139,492
ML_South West Garo Hills,15,5521,607
ML_South West Garo Hills,16,2438,651
ML_South West Garo Hills,17,2791,431
ML_South West Garo Hills,18,2369,21
ML_South West Garo Hills,19,1108,4
ML_South West Garo Hills,20,448,12
ML_South West Garo Hills,21,598,17
ML_South West Garo Hills,22,2641,17
ML_South West Garo Hills,23,5139,82
ML_South West Garo Hills,24,5478,179
ML_South West Garo Hills,25,5780,662
ML_South West Garo Hills,26,5332,1372
ML_South West Garo Hills,27,3370,2654
ML_South West Garo Hills,28,3851,2356
ML_South West Garo Hills,29,3113,1608
ML_South West Garo Hills,30,2851,1909
ML_South West Khasi Hills,1,61,0
ML_South West Khasi Hills,2,84,0
ML_South West Khasi Hills,3,64,0
ML_South West Khasi Hills,4,92,0
ML_South West Khasi Hills,5,364,0
ML_South West Khasi Hills,6,236,57
ML_South West Khasi Hills,7,94,66
ML_South West Khasi Hills,8,55,76
ML_South West Khasi Hills,9,76,197
ML_South West Khasi Hills,10,141,241
ML_South West Khasi Hills,11,286,153
ML_South West Khasi Hills,12,366,67
ML_South West Khasi Hills,13,561,60
ML_South West Khasi Hills,14,1049,101
ML_South West Khasi Hills,15,1852,114
ML_South West Khasi Hills,16,1255,164
ML_South West Khasi Hills,17,1201,54
ML_South West Khasi Hills,18,3043,6
ML_South West Khasi Hills,19,2433,3
ML_South West Khasi Hills,20,2846,1
ML_South West Khasi Hills,21,620,0
ML_South West Khasi Hills,22,1668,7
ML_South West Khasi Hills,23,1176,27
ML_South West Khasi Hills,24,1124,96
ML_South West Khasi Hills,25,1405,369
ML_South West Khasi Hills,26,2291,454
ML_South West Khasi Hills,27,2016,763
ML_South West Khasi Hills,28,1234,860
ML_South West Khasi Hills,29,1458,718
ML_South West Khasi Hills,30,1359,1730
ML_West Garo Hills,1,135,0
ML_West Garo Hills,2,425,0
ML_West Garo Hills,3,237,0
ML_West Garo Hills,4,2319,0
ML_West Garo Hills,5,3227,293
ML_West Garo Hills,6,3229,365
ML_West Garo Hills,7,2834,157
ML_West Garo Hills,8,3607,1781
ML_West Garo Hills,9,2716,2245
ML_West Garo Hills,10,1685,2251
ML_West Garo Hills,11,-160,-818
ML_West Garo Hills,12,4506,1248
ML_West Garo Hills,13,2325,1673
ML_West Garo Hills,14,4654,2114
ML_West Garo Hills,15,13475,1685
ML_West Garo Hills,16,8128,1538
ML_West Garo Hills,17,8832,1638
ML_West Garo Hills,18,3855,11
ML_West Garo Hills,19,2734,15
ML_West Garo Hills,20,1282,38
ML_West Garo Hills,21,2436,51
ML_West Garo Hills,22,17434,155
ML_West Garo Hills,23,19894,382
ML_West Garo Hills,24,16739,1125
ML_West Garo Hills,25,13318,1775
ML_West Garo Hills,26,14095,3661
ML_West Garo Hills,27,11407,7967
ML_West Garo Hills,28,10168,5714
ML_West Garo Hills,29,7837,4446
ML_West Garo Hills,30,6237,5106
ML_West Jaintia Hills,1,100,0
ML_West Jaintia Hills,2,143,0
ML_West Jaintia Hills,3,233,0
ML_West Jaintia Hills,4,884,23
ML_West Jaintia Hills,5,888,77
ML_West Jaintia Hills,6,350,173
ML_West Jaintia Hills,7,274,254
ML_West Jaintia Hills,8,514,658
ML_West Jaintia Hills,9,511,509
ML_West Jaintia Hills,10,673,361
ML_West Jaintia Hills,11,1138,437
ML_West Jaintia Hills,12,1579,362
ML_West Jaintia Hills,13,1789,358
ML_West Jaintia Hills,14,2134,518
ML_West Jaintia Hills,15,7714,600
ML_West Jaintia Hills,16,4768,325
ML_West Jaintia Hills,17,5226,469
ML_West Jaintia Hills,18,1739,0
ML_West Jaintia Hills,19,2261,5
ML_West Jaintia Hills,20,975,7
ML_West Jaintia Hills,21,1028,5
ML_West Jaintia Hills,22,3599,27
ML_West Jaintia Hills,23,3316,32
ML_West Jaintia Hills,24,3417,613
ML_West Jaintia Hills,25,7162,1227
ML_West Jaintia Hills,26,7661,1426
ML_West Jaintia Hills,27,6691,4065
ML_West Jaintia Hills,28,4296,3567
ML_West Jaintia Hills,29,3358,3273
ML_West Jaintia Hills,30,1877,2082
ML_West Khasi Hills,1,11,0
ML_West Khasi Hills,2,83,0
ML_West Khasi Hills,3,296,0
ML_West Khasi Hills,4,338,0
ML_West Khasi Hills,5,704,87
ML_West Khasi Hills,6,677,59
ML_West Khasi Hills,7,463,284
ML_West Khasi Hills,8,830,244
ML_West Khasi Hills,9,786,373
ML_West Khasi Hills,10,811,660
ML_West Khasi Hills,11,396,56
ML_West Khasi Hills,12,828,514
ML_West Khasi Hills,13,1963,670
ML_West Khasi Hills,14,3528,662
ML_West Khasi Hills,15,9147,742
ML_West Khasi Hills,16,2059,781
ML_West Khasi Hills,17,7369,413
ML_West Khasi Hills,18,2375,3
ML_West Khasi Hills,19,3249,110
ML_West Khasi Hills,20,1884,37
ML_West Khasi Hills,21,2724,62
ML_West Khasi Hills,22,2831,16
ML_West Khasi Hills,23,2893,20
ML_West Khasi Hills,24,2748,105
ML_West Khasi Hills,25,2153,638
ML_West Khasi Hills,26,2481,1819
ML_West Khasi Hills,27,3233,4728
ML_West Khasi Hills,28,3732,2730
ML_West Khasi Hills,29,3410,3226
ML_West Khasi Hills,30,3208,2925
MN_Bishnupur,1,31,0
MN_Bishnupur,2,63,0
MN_Bishnupur,3,175,0
MN_Bishnupur,4,853,0
MN_Bishnupur,5,1513,132
MN_Bishnupur,6,464,0
MN_Bishnupur,7,969,36
MN_Bishnupur,8,298,208
MN_Bishnupur,9,211,518
MN_Bishnupur,10,156,410
MN_Bishnupur,11,194,317
MN_Bishnupur,12,305,798
MN_Bishnupur,13,555,413
MN_Bishnupur,14,1410,393
MN_Bishnupur,15,6556,409
MN_Bishnupur,16,6860,398
MN_Bishnupur,17,5194,160
MN_Bishnupur,18,3178,22
MN_Bishnupur,19,3153,9
MN_Bishnupur,20,2768,25
MN_Bishnupur,21,1956,13
MN_Bishnupur,22,2008,12
MN_Bishnupur,23,2651,26
MN_Bishnupur,24,9846,84
MN_Bishnupur,25,11920,261
MN_Bishnupur,26,17285,1035
MN_Bishnupur,27,17570,3867
MN_Bishnupur,28,12057,4928
MN_Bishnupur,29,6246,3664
MN_Bishnupur,30,5843,3380
MN_Chandel,1,55,0
MN_Chandel,2,11,0
MN_Chandel,3,243,0
MN_Chandel,4,590,0
MN_Chandel,5,697,77
MN_Chandel,6,1149,57
MN_Chandel,7,1790,104
MN_Chandel,8,374,226
MN_Chandel,9,221,459
MN_Chandel,10,252,611
MN_Chandel,11,-656,295
MN_Chandel,12,86,859
MN_Chandel,13,821,653
MN_Chandel,14,525,210
MN_Chandel,15,1370,261
MN_Chandel,16,939,207
MN_Chandel,17,402,107
MN_Chandel,18,438,5
MN_Chandel,19,814,1
MN_Chandel,20,765,7
MN_Chandel,21,920,11
MN_Chandel,22,663,16
MN_Chandel,23,526,4
MN_Chandel,24,1913,33
MN_Chandel,25,2785,511
MN_Chandel,26,2956,628
MN_Chandel,27,1213,869
MN_Chandel,28,1220,641
MN_Chandel,29,1439,531
MN_Chandel,30,360,353
MN_Churachandpur,1,24,0
MN_Churachandpur,2,3,0
MN_Churachandpur,3,369,0
MN_Churachandpur,4,1645,0
MN_Churachandpur,5,1404,72
MN_Churachandpur,6,1267,17
MN_Churachandpur,7,1866,113
MN_Churachandpur,8,869,428
MN_Churachandpur,9,598,1045
MN_Churachandpur,10,466,1155
MN_Churachandpur,11,145,634
MN_Churachandpur,12,419,1091
MN_Churachandpur,13,1420,594
MN_Churachandpur,14,3446,368
MN_Churachandpur,15,7141,414
MN_Churachandpur,16,3976,463
MN_Churachandpur,17,2057,219
MN_Churachandpur,18,3525,37
MN_Churachandpur,19,1653,26
MN_Churachandpur,20,4530,22
MN_Churachandpur,21,7511,37
MN_Churachandpur,22,3265,73
MN_Churachandpur,23,2775,15
MN_Churachandpur,24,8207,195
MN_Churachandpur,25,8192,1059
MN_Churachandpur,26,6384,2941
MN_Churachandpur,27,9310,5585
MN_Churachandpur,28,9917,3564
MN_Churachandpur,29,4574,1629
MN_Churachandpur,30,1508,2113
MN_Imphal East,1,185,0
MN_Imphal East,2,215,0
MN_Imphal East,3,856,0
MN_Imphal East,4,2174,0
MN_Imphal East,5,2616,0
MN_Imphal East,6,831,192
MN_Imphal East,7,1583,519
MN_Imphal East,8,1624,1054
MN_Imphal East,9,1477,1810
MN_Imphal East,10,1325,1788
MN_Imphal East,11,1520,799
MN_Imphal East,12,1615,1640
MN_Imphal East,13,2354,1183
MN_Imphal East,14,5345,1459
